,STATEFP,COUNTYFP_x,VTDST,NAME,G16PRERTRU_x,G16PREDCLI_x,G16PRELJOH_x,G16PRECCAS_x,G16USSRTHU_x,G16USSDWIL_x,G16HALRNOE_x,G16HALDHAW_x,G16PUCRNEL_x,G16PUCDRED_x,geometry,County_Name,join_col,County,Precinct,G16PRERTRU_y,G16PREDCLI_y,G16PRELJOH_y,G16PRECCAS_y,G16USSRTHU_y,G16USSDWIL_y,G16HALRNOE_y,G16HALDHAW_y,G16PUCRNEL_y,G16PUCDRED_y,COUNTYFP_y,_merge
779,,,,,,,,,,,,,,,,,019-PRECINCT-24,BUTTE,Precinct-24,251.0,73.0,19.0,7.0,275.0,70.0,266.0,80.0,275.0,59.0,019,right_only
780,,,,,,,,,,,,,,,,,019-PRECINCT-23,BUTTE,Precinct-23,173.0,40.0,16.0,3.0,184.0,43.0,182.0,45.0,187.0,34.0,019,right_only
781,,,,,,,,,,,,,,,,,019-PRECINCT-22,BUTTE,Precinct-22,132.0,42.0,9.0,1.0,134.0,49.0,129.0,51.0,131.0,48.0,019,right_only
782,,,,,,,,,,,,,,,,,019-PRECINCT-27,BUTTE,Precinct-27,185.0,42.0,19.0,2.0,207.0,39.0,197.0,51.0,204.0,36.0,019,right_only
783,,,,,,,,,,,,,,,,,019-PRECINCT-21,BUTTE,Precinct-21,176.0,37.0,16.0,6.0,179.0,50.0,174.0,53.0,176.0,47.0,019,right_only
784,,,,,,,,,,,,,,,,,019-PRECINCT-20,BUTTE,Precinct-20,181.0,47.0,12.0,2.0,188.0,49.0,175.0,60.0,189.0,45.0,019,right_only
785,,,,,,,,,,,,,,,,,019-PRECINCT-18,BUTTE,Precinct-18,87.0,23.0,9.0,1.0,94.0,28.0,86.0,34.0,91.0,27.0,019,right_only
786,,,,,,,,,,,,,,,,,019-PRECINCT-17,BUTTE,Precinct-17,301.0,51.0,19.0,2.0,318.0,53.0,308.0,66.0,308.0,51.0,019,right_only
787,,,,,,,,,,,,,,,,,019-PRECINCT-16,BUTTE,Precinct-16,570.0,84.0,36.0,7.0,588.0,102.0,571.0,118.0,590.0,89.0,019,right_only
788,,,,,,,,,,,,,,,,,019-PRECINCT-12,BUTTE,Precinct-12,79.0,15.0,3.0,1.0,86.0,11.0,72.0,21.0,79.0,18.0,019,right_only
789,,,,,,,,,,,,,,,,,019-PRECINCT-06,BUTTE,Precinct-06,48.0,1.0,0.0,0.0,46.0,4.0,46.0,4.0,44.0,3.0,019,right_only
790,,,,,,,,,,,,,,,,,"019-PRECINCT-08 (PRECINCT-13, PRECINCT-14)",BUTTE,"Precinct-08 (Precinct-13, Precinct-14)",442.0,50.0,21.0,3.0,437.0,71.0,417.0,94.0,447.0,58.0,019,right_only
791,,,,,,,,,,,,,,,,,019-PRECINCT-25,BUTTE,Precinct-25,230.0,63.0,17.0,5.0,264.0,46.0,257.0,57.0,262.0,39.0,019,right_only
792,,,,,,,,,,,,,,,,,019-PRECINCT-26,BUTTE,Precinct-26,184.0,35.0,27.0,6.0,196.0,52.0,183.0,63.0,199.0,42.0,019,right_only
793,,,,,,,,,,,,,,,,,019-PRECINCT-28,BUTTE,Precinct-28,253.0,82.0,23.0,6.0,286.0,82.0,279.0,87.0,296.0,56.0,019,right_only
794,,,,,,,,,,,,,,,,,021-PRECINCT-5,CAMPBELL,Precinct-5,156.0,14.0,2.0,1.0,152.0,15.0,147.0,23.0,156.0,13.0,021,right_only
795,,,,,,,,,,,,,,,,,021-PRECINCT-4,CAMPBELL,Precinct-4,145.0,23.0,2.0,0.0,152.0,14.0,138.0,29.0,155.0,15.0,021,right_only
796,,,,,,,,,,,,,,,,,021-PRECINCT-3,CAMPBELL,Precinct-3,152.0,20.0,2.0,1.0,155.0,20.0,148.0,27.0,161.0,9.0,021,right_only
797,,,,,,,,,,,,,,,,,021-PRECINCT-1,CAMPBELL,Precinct-1,115.0,29.0,6.0,0.0,134.0,19.0,120.0,32.0,140.0,9.0,021,right_only
798,,,,,,,,,,,,,,,,,021-PRECINCT-2,CAMPBELL,Precinct-2,136.0,19.0,8.0,0.0,147.0,19.0,146.0,16.0,151.0,12.0,021,right_only
799,,,,,,,,,,,,,,,,,023-PRECINCT-13,CHARLES MIX,Precinct-13,44.0,24.0,1.0,0.0,44.0,24.0,41.0,28.0,47.0,21.0,023,right_only
800,,,,,,,,,,,,,,,,,023-PRECINCT-01,CHARLES MIX,Precinct-01,267.0,117.0,12.0,4.0,273.0,121.0,246.0,148.0,295.0,96.0,023,right_only
801,,,,,,,,,,,,,,,,,023-PRECINCT-02,CHARLES MIX,Precinct-02,125.0,50.0,6.0,3.0,121.0,64.0,119.0,68.0,143.0,39.0,023,right_only
802,,,,,,,,,,,,,,,,,023-PRECINCT-03,CHARLES MIX,Precinct-03,282.0,193.0,24.0,5.0,313.0,195.0,272.0,239.0,330.0,173.0,023,right_only
803,,,,,,,,,,,,,,,,,023-PRECINCT-04,CHARLES MIX,Precinct-04,73.0,94.0,5.0,1.0,87.0,91.0,82.0,98.0,81.0,96.0,023,right_only
804,,,,,,,,,,,,,,,,,023-PRECINCT-06,CHARLES MIX,Precinct-06,100.0,101.0,8.0,0.0,113.0,98.0,92.0,121.0,109.0,95.0,023,right_only
805,,,,,,,,,,,,,,,,,023-PRECINCT-07,CHARLES MIX,Precinct-07,87.0,38.0,1.0,1.0,90.0,34.0,81.0,44.0,100.0,22.0,023,right_only
806,,,,,,,,,,,,,,,,,023-PRECINCT-09,CHARLES MIX,Precinct-09,320.0,51.0,7.0,0.0,329.0,53.0,312.0,63.0,341.0,38.0,023,right_only
807,,,,,,,,,,,,,,,,,023-PRECINCT-10,CHARLES MIX,Precinct-10,91.0,12.0,3.0,1.0,92.0,9.0,92.0,14.0,101.0,3.0,023,right_only
808,,,,,,,,,,,,,,,,,023-PRECINCT-11,CHARLES MIX,Precinct-11,567.0,103.0,14.0,3.0,601.0,85.0,564.0,127.0,628.0,58.0,023,right_only
809,,,,,,,,,,,,,,,,,023-PRECINCT-12,CHARLES MIX,Precinct-12,73.0,24.0,7.0,0.0,80.0,24.0,66.0,40.0,85.0,19.0,023,right_only
810,,,,,,,,,,,,,,,,,023-PRECINCT-08,CHARLES MIX,Precinct-08,143.0,22.0,7.0,0.0,138.0,30.0,132.0,36.0,155.0,13.0,023,right_only
811,,,,,,,,,,,,,,,,,023-PRECINCT-05,CHARLES MIX,Precinct-05,210.0,106.0,3.0,0.0,203.0,113.0,189.0,128.0,224.0,93.0,023,right_only
812,,,,,,,,,,,,,,,,,025-PRECINCT-08,CLARK,Precinct-08,97.0,29.0,10.0,2.0,111.0,28.0,90.0,45.0,114.0,19.0,025,right_only
813,,,,,,,,,,,,,,,,,025-PRECINCT-09,CLARK,Precinct-09,55.0,6.0,3.0,1.0,63.0,5.0,63.0,5.0,61.0,6.0,025,right_only
814,,,,,,,,,,,,,,,,,025-PRECINCT-13,CLARK,Precinct-13,144.0,64.0,11.0,6.0,176.0,56.0,145.0,87.0,189.0,29.0,025,right_only
815,,,,,,,,,,,,,,,,,025-PRECINCT-11,CLARK,Precinct-11,101.0,39.0,19.0,2.0,108.0,55.0,95.0,71.0,121.0,37.0,025,right_only
816,,,,,,,,,,,,,,,,,025-PRECINCT-10,CLARK,Precinct-10,67.0,26.0,11.0,0.0,72.0,33.0,58.0,47.0,91.0,11.0,025,right_only
817,,,,,,,,,,,,,,,,,025-PRECINCT-12,CLARK,Precinct-12,107.0,46.0,6.0,2.0,122.0,38.0,102.0,57.0,131.0,24.0,025,right_only
818,,,,,,,,,,,,,,,,,025-PRECINCT-02,CLARK,Precinct-02,95.0,37.0,6.0,0.0,106.0,31.0,92.0,47.0,116.0,15.0,025,right_only
819,,,,,,,,,,,,,,,,,025-PRECINCT-03,CLARK,Precinct-03,76.0,25.0,4.0,1.0,88.0,19.0,76.0,32.0,83.0,19.0,025,right_only
820,,,,,,,,,,,,,,,,,025-PRECINCT-04,CLARK,Precinct-04,81.0,26.0,7.0,0.0,83.0,32.0,76.0,39.0,93.0,16.0,025,right_only
821,,,,,,,,,,,,,,,,,025-PRECINCT-05,CLARK,Precinct-05,82.0,18.0,6.0,0.0,84.0,24.0,79.0,30.0,92.0,13.0,025,right_only
822,,,,,,,,,,,,,,,,,025-PRECINCT-06,CLARK,Precinct-06,42.0,16.0,4.0,1.0,50.0,16.0,34.0,32.0,54.0,10.0,025,right_only
823,,,,,,,,,,,,,,,,,025-PRECINCT-07,CLARK,Precinct-07,85.0,24.0,8.0,1.0,95.0,23.0,83.0,36.0,100.0,17.0,025,right_only
824,,,,,,,,,,,,,,,,,025-PRECINCT-01,CLARK,Precinct-01,107.0,42.0,8.0,1.0,111.0,48.0,106.0,56.0,124.0,29.0,025,right_only
825,,,,,,,,,,,,,,,,,027-PRECINCT-S1,CLAY,Precinct-S1,265.0,412.0,43.0,9.0,416.0,327.0,340.0,399.0,416.0,292.0,027,right_only
826,,,,,,,,,,,,,,,,,027-PRECINCT-W2,CLAY,Precinct-W2,156.0,187.0,17.0,3.0,209.0,156.0,181.0,182.0,212.0,144.0,027,right_only
827,,,,,,,,,,,,,,,,,027-PRECINCT-W1,CLAY,Precinct-W1,219.0,315.0,37.0,7.0,297.0,269.0,244.0,323.0,281.0,257.0,027,right_only
828,,,,,,,,,,,,,,,,,027-PRECINCT-S2,CLAY,Precinct-S2,189.0,345.0,31.0,8.0,320.0,258.0,252.0,320.0,303.0,248.0,027,right_only
829,,,,,,,,,,,,,,,,,027-PRECINCT-E2,CLAY,Precinct-E2,46.0,99.0,16.0,0.0,74.0,86.0,61.0,99.0,57.0,88.0,027,right_only
830,,,,,,,,,,,,,,,,,027-PRECINCT-E1,CLAY,Precinct-E1,135.0,150.0,28.0,5.0,192.0,125.0,161.0,153.0,160.0,132.0,027,right_only
831,,,,,,,,,,,,,,,,,027-PRECINCT-C2,CLAY,Precinct-C2,74.0,165.0,13.0,4.0,103.0,155.0,98.0,159.0,89.0,150.0,027,right_only
832,,,,,,,,,,,,,,,,,027-PRECINCT-C1,CLAY,Precinct-C1,78.0,259.0,23.0,3.0,138.0,222.0,95.0,261.0,136.0,208.0,027,right_only
833,,,,,,,,,,,,,,,,,027-PRECINCT-03,CLAY,Precinct-03,472.0,412.0,53.0,6.0,603.0,350.0,496.0,453.0,615.0,299.0,027,right_only
834,,,,,,,,,,,,,,,,,027-PRECINCT-02,CLAY,Precinct-02,204.0,143.0,22.0,6.0,262.0,111.0,221.0,157.0,269.0,90.0,027,right_only
835,,,,,,,,,,,,,,,,,027-PRECINCT-01,CLAY,Precinct-01,271.0,121.0,12.0,6.0,309.0,102.0,278.0,138.0,320.0,82.0,027,right_only
836,,,,,,,,,,,,,,,,,029-PRECINCT-A1,CODINGTON,Precinct-A1,698.0,221.0,49.0,6.0,807.0,172.0,737.0,249.0,820.0,117.0,029,right_only
837,,,,,,,,,,,,,,,,,029-PRECINCT-A2,CODINGTON,Precinct-A2,335.0,158.0,24.0,8.0,434.0,106.0,384.0,155.0,454.0,73.0,029,right_only
838,,,,,,,,,,,,,,,,,029-PRECINCT-A3 (PRECINCT-A4),CODINGTON,Precinct-A3 (Precinct-A4),473.0,206.0,30.0,7.0,560.0,159.0,487.0,231.0,586.0,101.0,029,right_only
839,,,,,,,,,,,,,,,,,029-PRECINCT-B3 (PRECINCT-C1),CODINGTON,Precinct-B3 (Precinct-C1),407.0,175.0,43.0,7.0,468.0,160.0,428.0,204.0,474.0,125.0,029,right_only
840,,,,,,,,,,,,,,,,,029-PRECINCT-B2,CODINGTON,Precinct-B2,478.0,295.0,72.0,10.0,590.0,269.0,503.0,352.0,604.0,220.0,029,right_only
841,,,,,,,,,,,,,,,,,"029-LEOLA, SOUTH SHORE",CODINGTON,"LEOLA, SOUTH SHORE",85.0,47.0,7.0,2.0,89.0,52.0,82.0,60.0,102.0,33.0,029,right_only
842,,,,,,,,,,,,,,,,,029-PRECINCT-C2 (PRECINCT-D4),CODINGTON,Precinct-C2 (Precinct-D4),223.0,128.0,18.0,5.0,239.0,138.0,220.0,163.0,237.0,129.0,029,right_only
843,,,,,,,,,,,,,,,,,029-PRECINCT-C3,CODINGTON,Precinct-C3,315.0,217.0,41.0,9.0,372.0,210.0,336.0,247.0,371.0,170.0,029,right_only
844,,,,,,,,,,,,,,,,,029-PRECINCT-C4,CODINGTON,Precinct-C4,181.0,78.0,15.0,5.0,188.0,88.0,174.0,101.0,196.0,71.0,029,right_only
845,,,,,,,,,,,,,,,,,"029-PRECINCT-B1 (PRECINCT-B4, PRECINCT-E5)",CODINGTON,"Precinct-B1 (Precinct-B4, Precinct-E5)",493.0,200.0,29.0,6.0,566.0,167.0,517.0,223.0,597.0,109.0,029,right_only
846,,,,,,,,,,,,,,,,,029-KAMPESKA (RICHLAND),CODINGTON,KAMPESKA (RICHLAND),151.0,59.0,7.0,1.0,165.0,55.0,146.0,80.0,182.0,32.0,029,right_only
847,,,,,,,,,,,,,,,,,"029-GRACELAND, HENRY, HENRY",CODINGTON,"GRACELAND, HENRY, HENRY",178.0,36.0,12.0,0.0,187.0,45.0,147.0,85.0,195.0,25.0,029,right_only
848,,,,,,,,,,,,,,,,,029-GERMANTOWN (RAUVILLE),CODINGTON,GERMANTOWN (RAUVILLE),149.0,62.0,7.0,2.0,167.0,55.0,142.0,78.0,165.0,42.0,029,right_only
849,,,,,,,,,,,,,,,,,"029-FULLER, FLORENCE",CODINGTON,"FULLER, FLORENCE",218.0,64.0,10.0,4.0,215.0,88.0,201.0,101.0,228.0,53.0,029,right_only
850,,,,,,,,,,,,,,,,,"029-EDEN, PHIPPS, WALLACE",CODINGTON,"EDEN, PHIPPS, WALLACE",77.0,28.0,12.0,0.0,85.0,37.0,78.0,46.0,96.0,20.0,029,right_only
851,,,,,,,,,,,,,,,,,029-PRECINCT-D3,CODINGTON,Precinct-D3,229.0,112.0,19.0,4.0,252.0,116.0,225.0,148.0,282.0,71.0,029,right_only
852,,,,,,,,,,,,,,,,,029-PRECINCT-E1,CODINGTON,Precinct-E1,398.0,163.0,38.0,13.0,427.0,183.0,378.0,235.0,432.0,137.0,029,right_only
853,,,,,,,,,,,,,,,,,029-PRECINCT-E2 (PRECINCT-E4),CODINGTON,Precinct-E2 (Precinct-E4),360.0,131.0,23.0,3.0,402.0,120.0,373.0,155.0,422.0,80.0,029,right_only
854,,,,,,,,,,,,,,,,,029-PRECINCT-E3,CODINGTON,Precinct-E3,579.0,184.0,26.0,9.0,632.0,162.0,585.0,213.0,679.0,99.0,029,right_only
855,,,,,,,,,,,,,,,,,029-PRECINCT-D1,CODINGTON,Precinct-D1,322.0,144.0,23.0,8.0,360.0,143.0,326.0,177.0,398.0,80.0,029,right_only
856,,,,,,,,,,,,,,,,,"029-KRANZBURG, KRANZBURG",CODINGTON,"KRANZBURG, KRANZBURG",182.0,43.0,9.0,2.0,191.0,46.0,177.0,62.0,201.0,27.0,029,right_only
857,,,,,,,,,,,,,,,,,029-PRECINCT-D2,CODINGTON,Precinct-D2,291.0,146.0,27.0,10.0,341.0,141.0,299.0,183.0,344.0,124.0,029,right_only
858,,,,,,,,,,,,,,,,,031-KENEL PRECINCT,CORSON,Kenel Precinct,6.0,54.0,0.0,0.0,10.0,46.0,14.0,45.0,6.0,51.0,031,right_only
859,,,,,,,,,,,,,,,,,031-GRAND VALLEY PRECINCT,CORSON,Grand Valley Precinct,63.0,3.0,4.0,0.0,63.0,4.0,61.0,6.0,60.0,6.0,031,right_only
860,,,,,,,,,,,,,,,,,031-LITTLE EAGLE PRECINCT,CORSON,Little Eagle Precinct,17.0,78.0,5.0,1.0,31.0,70.0,31.0,69.0,23.0,76.0,031,right_only
861,,,,,,,,,,,,,,,,,031-RIDGELAND PRECINCT,CORSON,Ridgeland Precinct,49.0,13.0,0.0,0.0,50.0,13.0,50.0,13.0,47.0,14.0,031,right_only
862,,,,,,,,,,,,,,,,,031-MORRISTOWN PRECINCT,CORSON,Morristown Precinct,99.0,14.0,2.0,3.0,90.0,25.0,86.0,27.0,93.0,15.0,031,right_only
863,,,,,,,,,,,,,,,,,031-MCINTOSH PRECINCT (SOUTH MCINTOSH PRECINCT),CORSON,McIntosh Precinct (South McIntosh Precinct),128.0,33.0,5.0,3.0,134.0,34.0,131.0,35.0,135.0,26.0,031,right_only
864,,,,,,,,,,,,,,,,,031-MCLAUGHLIN PRECINCT,CORSON,McLaughlin Precinct,66.0,113.0,5.0,4.0,88.0,95.0,70.0,112.0,68.0,118.0,031,right_only
865,,,,,,,,,,,,,,,,,031-WAKPALA PRECINCT,CORSON,Wakpala Precinct,6.0,81.0,2.0,3.0,24.0,69.0,12.0,77.0,6.0,86.0,031,right_only
866,,,,,,,,,,,,,,,,,031-LINCOLN PRECINCT (OAK CREEK PRECINCT),CORSON,Lincoln Precinct (Oak Creek Precinct),54.0,40.0,6.0,1.0,63.0,36.0,64.0,34.0,55.0,44.0,031,right_only
867,,,,,,,,,,,,,,,,,031-STONE CHURCH PRECINCT,CORSON,Stone Church Precinct,73.0,3.0,0.0,1.0,70.0,6.0,72.0,6.0,72.0,5.0,031,right_only
868,,,,,,,,,,,,,,,,,031-BULLHEAD PRECINCT,CORSON,Bullhead Precinct,5.0,57.0,0.0,1.0,21.0,39.0,16.0,43.0,5.0,56.0,031,right_only
869,,,,,,,,,,,,,,,,,031-WEST RURAL MCLAUGHLIN PRECINCT,CORSON,West Rural McLaughlin Precinct,22.0,46.0,5.0,1.0,36.0,37.0,24.0,45.0,19.0,53.0,031,right_only
870,,,,,,,,,,,,,,,,,033-PRECINCT-06,CUSTER,Precinct-06,250.0,115.0,25.0,6.0,285.0,111.0,270.0,125.0,283.0,106.0,033,right_only
871,,,,,,,,,,,,,,,,,033-PRECINCT-02,CUSTER,Precinct-02,114.0,20.0,6.0,0.0,113.0,27.0,116.0,26.0,115.0,24.0,033,right_only
872,,,,,,,,,,,,,,,,,033-PRECINCT-03,CUSTER,Precinct-03,132.0,54.0,5.0,3.0,137.0,54.0,134.0,58.0,128.0,59.0,033,right_only
873,,,,,,,,,,,,,,,,,033-PRECINCT-04,CUSTER,Precinct-04,239.0,96.0,12.0,6.0,246.0,109.0,239.0,118.0,240.0,108.0,033,right_only
874,,,,,,,,,,,,,,,,,033-PRECINCT-05,CUSTER,Precinct-05,491.0,154.0,32.0,1.0,520.0,154.0,509.0,169.0,506.0,152.0,033,right_only
875,,,,,,,,,,,,,,,,,033-PRECINCT-01,CUSTER,Precinct-01,705.0,162.0,44.0,6.0,722.0,185.0,704.0,212.0,734.0,155.0,033,right_only
876,,,,,,,,,,,,,,,,,033-PRECINCT-08,CUSTER,Precinct-08,256.0,136.0,41.0,6.0,305.0,126.0,293.0,139.0,314.0,104.0,033,right_only
877,,,,,,,,,,,,,,,,,033-PRECINCT-07,CUSTER,Precinct-07,134.0,51.0,21.0,2.0,164.0,55.0,157.0,61.0,153.0,55.0,033,right_only
878,,,,,,,,,,,,,,,,,033-PRECINCT-10,CUSTER,Precinct-10,125.0,27.0,6.0,1.0,120.0,34.0,122.0,33.0,118.0,31.0,033,right_only
879,,,,,,,,,,,,,,,,,033-PRECINCT-09,CUSTER,Precinct-09,844.0,305.0,63.0,20.0,916.0,322.0,897.0,347.0,913.0,292.0,033,right_only
880,,,,,,,,,,,,,,,,,035-PRECINCT-15,DAVISON,Precinct-15,358.0,175.0,30.0,3.0,403.0,165.0,353.0,221.0,455.0,105.0,035,right_only
881,,,,,,,,,,,,,,,,,035-PRECINCT-14,DAVISON,Precinct-14,218.0,128.0,16.0,7.0,255.0,113.0,212.0,158.0,262.0,97.0,035,right_only
882,,,,,,,,,,,,,,,,,035-PRECINCT-12 (PRECINCT-13),DAVISON,Precinct-12 (Precinct-13),354.0,194.0,27.0,2.0,438.0,151.0,375.0,210.0,439.0,132.0,035,right_only
883,,,,,,,,,,,,,,,,,035-PRECINCT-11,DAVISON,Precinct-11,250.0,139.0,19.0,4.0,305.0,113.0,266.0,152.0,332.0,78.0,035,right_only
884,,,,,,,,,,,,,,,,,035-PRECINCT-10,DAVISON,Precinct-10,249.0,133.0,17.0,6.0,282.0,121.0,250.0,156.0,317.0,83.0,035,right_only
885,,,,,,,,,,,,,,,,,035-PRECINCT-09,DAVISON,Precinct-09,250.0,139.0,29.0,5.0,304.0,117.0,258.0,161.0,317.0,96.0,035,right_only
886,,,,,,,,,,,,,,,,,035-PRECINCT-08,DAVISON,Precinct-08,280.0,134.0,25.0,6.0,342.0,108.0,293.0,150.0,351.0,89.0,035,right_only
887,,,,,,,,,,,,,,,,,035-PRECINCT-06 (PRECINCT-07),DAVISON,Precinct-06 (Precinct-07),571.0,276.0,22.0,5.0,689.0,195.0,610.0,271.0,743.0,128.0,035,right_only
888,,,,,,,,,,,,,,,,,035-PRECINCT-03,DAVISON,Precinct-03,472.0,151.0,25.0,8.0,521.0,138.0,467.0,193.0,570.0,82.0,035,right_only
889,,,,,,,,,,,,,,,,,035-PRECINCT-02,DAVISON,Precinct-02,311.0,52.0,17.0,3.0,315.0,71.0,290.0,97.0,340.0,44.0,035,right_only
890,,,,,,,,,,,,,,,,,035-PRECINCT-01,DAVISON,Precinct-01,219.0,62.0,6.0,1.0,228.0,59.0,205.0,83.0,252.0,33.0,035,right_only
891,,,,,,,,,,,,,,,,,035-PRECINCT-20,DAVISON,Precinct-20,459.0,231.0,34.0,11.0,539.0,206.0,485.0,264.0,583.0,141.0,035,right_only
892,,,,,,,,,,,,,,,,,035-PRECINCT-19,DAVISON,Precinct-19,278.0,130.0,26.0,9.0,331.0,114.0,282.0,165.0,365.0,77.0,035,right_only
893,,,,,,,,,,,,,,,,,035-PRECINCT-16,DAVISON,Precinct-16,211.0,133.0,17.0,4.0,277.0,93.0,219.0,146.0,269.0,81.0,035,right_only
894,,,,,,,,,,,,,,,,,035-PRECINCT-04 (PRECINCT-05),DAVISON,Precinct-04 (Precinct-05),485.0,145.0,27.0,10.0,540.0,128.0,487.0,186.0,557.0,96.0,035,right_only
895,,,,,,,,,,,,,,,,,035-PRECINCT-17 (PRECINCT-18),DAVISON,Precinct-17 (Precinct-18),192.0,133.0,12.0,7.0,248.0,98.0,201.0,146.0,253.0,83.0,035,right_only
896,,,,,,,,,,,,,,,,,037-PRECINCT-04,DAY,Precinct-04,112.0,65.0,8.0,3.0,135.0,58.0,118.0,75.0,142.0,38.0,037,right_only
897,,,,,,,,,,,,,,,,,037-PRECINCT-03,DAY,Precinct-03,97.0,50.0,6.0,0.0,106.0,51.0,89.0,67.0,121.0,29.0,037,right_only
898,,,,,,,,,,,,,,,,,037-PRECINCT-13,DAY,Precinct-13,109.0,75.0,9.0,1.0,113.0,81.0,98.0,95.0,126.0,54.0,037,right_only
899,,,,,,,,,,,,,,,,,037-PRECINCT-02,DAY,Precinct-02,175.0,100.0,9.0,0.0,189.0,90.0,153.0,123.0,199.0,59.0,037,right_only
900,,,,,,,,,,,,,,,,,037-PRECINCT-01,DAY,Precinct-01,158.0,87.0,18.0,1.0,179.0,86.0,166.0,101.0,197.0,56.0,037,right_only
901,,,,,,,,,,,,,,,,,037-PRECINCT-05,DAY,Precinct-05,96.0,71.0,6.0,2.0,118.0,69.0,103.0,85.0,121.0,57.0,037,right_only
902,,,,,,,,,,,,,,,,,037-PRECINCT-06,DAY,Precinct-06,122.0,116.0,8.0,3.0,139.0,115.0,113.0,140.0,148.0,97.0,037,right_only
903,,,,,,,,,,,,,,,,,037-PRECINCT-08,DAY,Precinct-08,78.0,45.0,6.0,3.0,84.0,53.0,73.0,61.0,95.0,38.0,037,right_only
904,,,,,,,,,,,,,,,,,037-PRECINCT-07,DAY,Precinct-07,109.0,58.0,4.0,2.0,117.0,55.0,107.0,68.0,123.0,45.0,037,right_only
905,,,,,,,,,,,,,,,,,037-PRECINCT-10,DAY,Precinct-10,79.0,25.0,1.0,2.0,93.0,17.0,75.0,34.0,80.0,25.0,037,right_only
906,,,,,,,,,,,,,,,,,037-PRECINCT-11,DAY,Precinct-11,124.0,66.0,10.0,6.0,127.0,76.0,108.0,93.0,149.0,45.0,037,right_only
907,,,,,,,,,,,,,,,,,037-PRECINCT-12,DAY,Precinct-12,100.0,84.0,3.0,2.0,114.0,74.0,100.0,89.0,135.0,47.0,037,right_only
908,,,,,,,,,,,,,,,,,037-PRECINCT-14,DAY,Precinct-14,141.0,78.0,20.0,2.0,162.0,83.0,146.0,99.0,180.0,43.0,037,right_only
909,,,,,,,,,,,,,,,,,037-PRECINCT-09,DAY,Precinct-09,127.0,54.0,8.0,3.0,139.0,54.0,131.0,62.0,148.0,31.0,037,right_only
910,,,,,,,,,,,,,,,,,039-PRECINCT-10,DEUEL,Precinct-10,111.0,50.0,7.0,1.0,136.0,35.0,123.0,52.0,143.0,25.0,039,right_only
911,,,,,,,,,,,,,,,,,039-PRECINCT-03,DEUEL,Precinct-03,202.0,76.0,15.0,2.0,223.0,73.0,202.0,90.0,231.0,59.0,039,right_only
912,,,,,,,,,,,,,,,,,039-PRECINCT-11,DEUEL,Precinct-11,132.0,56.0,12.0,2.0,147.0,55.0,128.0,72.0,151.0,47.0,039,right_only
913,,,,,,,,,,,,,,,,,039-PRECINCT-09,DEUEL,Precinct-09,207.0,53.0,13.0,3.0,218.0,62.0,196.0,86.0,225.0,48.0,039,right_only
914,,,,,,,,,,,,,,,,,039-PRECINCT-01,DEUEL,Precinct-01,90.0,43.0,13.0,1.0,110.0,39.0,97.0,52.0,112.0,25.0,039,right_only
915,,,,,,,,,,,,,,,,,039-PRECINCT-07,DEUEL,Precinct-07,140.0,37.0,6.0,3.0,142.0,45.0,133.0,55.0,157.0,26.0,039,right_only
916,,,,,,,,,,,,,,,,,039-PRECINCT-06,DEUEL,Precinct-06,112.0,61.0,13.0,4.0,147.0,49.0,130.0,66.0,153.0,37.0,039,right_only
917,,,,,,,,,,,,,,,,,039-PRECINCT-05,DEUEL,Precinct-05,99.0,58.0,16.0,3.0,118.0,59.0,104.0,74.0,139.0,36.0,039,right_only
918,,,,,,,,,,,,,,,,,039-PRECINCT-04,DEUEL,Precinct-04,105.0,65.0,13.0,2.0,138.0,48.0,125.0,62.0,146.0,30.0,039,right_only
919,,,,,,,,,,,,,,,,,039-PRECINCT-08,DEUEL,Precinct-08,168.0,71.0,9.0,6.0,184.0,69.0,163.0,90.0,193.0,58.0,039,right_only
920,,,,,,,,,,,,,,,,,041-PRECINCT-15 EAGLE BUTTE WEST,DEWEY,Precinct-15 Eagle Butte West,63.0,83.0,4.0,2.0,77.0,79.0,61.0,94.0,61.0,93.0,041,right_only
921,,,,,,,,,,,,,,,,,041-PRECINCT-14 EAGLE BUTTE SOUTH,DEWEY,Precinct-14 Eagle Butte South,67.0,199.0,13.0,3.0,103.0,178.0,74.0,207.0,63.0,211.0,041,right_only
