,STATEFP,COUNTYFP_x,VTDST,NAME,G16PRERTRU_x,G16PREDCLI_x,G16PRELJOH_x,G16PRECCAS_x,G16USSRTHU_x,G16USSDWIL_x,G16HALRNOE_x,G16HALDHAW_x,G16PUCRNEL_x,G16PUCDRED_x,geometry,County_Name,join_col,County,Precinct,G16PRERTRU_y,G16PREDCLI_y,G16PRELJOH_y,G16PRECCAS_y,G16USSRTHU_y,G16USSDWIL_y,G16HALRNOE_y,G16HALDHAW_y,G16PUCRNEL_y,G16PUCDRED_y,COUNTYFP_y,_merge
1313,,,,,,,,,,,,,,,,,111-PRECINCT-5,SANBORN,Precinct-5,177.0,65.0,6.0,2.0,201.0,53.0,184.0,70.0,209.0,42.0,111,right_only
1314,,,,,,,,,,,,,,,,,111-PRECINCT-2,SANBORN,Precinct-2,239.0,54.0,15.0,5.0,251.0,63.0,225.0,90.0,253.0,48.0,111,right_only
1315,,,,,,,,,,,,,,,,,111-PRECINCT-1,SANBORN,Precinct-1,193.0,59.0,16.0,3.0,219.0,51.0,189.0,78.0,226.0,33.0,111,right_only
1316,,,,,,,,,,,,,,,,,111-PRECINCT-4,SANBORN,Precinct-4,210.0,63.0,14.0,2.0,218.0,77.0,206.0,87.0,236.0,49.0,111,right_only
1317,,,,,,,,,,,,,,,,,115-PRECINCT-08,SPINK,Precinct-08,96.0,42.0,4.0,3.0,101.0,43.0,84.0,60.0,104.0,38.0,115,right_only
1318,,,,,,,,,,,,,,,,,115-PRECINCT-10,SPINK,Precinct-10,246.0,196.0,31.0,4.0,324.0,164.0,268.0,221.0,364.0,113.0,115,right_only
1319,,,,,,,,,,,,,,,,,115-PRECINCT-09,SPINK,Precinct-09,294.0,188.0,45.0,12.0,379.0,162.0,318.0,218.0,423.0,111.0,115,right_only
1320,,,,,,,,,,,,,,,,,115-PRECINCT-07,SPINK,Precinct-07,285.0,144.0,17.0,4.0,334.0,126.0,281.0,179.0,360.0,89.0,115,right_only
1321,,,,,,,,,,,,,,,,,115-PRECINCT-03,SPINK,Precinct-03,232.0,80.0,13.0,2.0,247.0,80.0,227.0,99.0,273.0,49.0,115,right_only
1322,,,,,,,,,,,,,,,,,115-PRECINCT-05,SPINK,Precinct-05,121.0,69.0,9.0,2.0,139.0,65.0,125.0,76.0,147.0,51.0,115,right_only
1323,,,,,,,,,,,,,,,,,115-PRECINCT-06,SPINK,Precinct-06,82.0,33.0,1.0,0.0,90.0,28.0,71.0,43.0,90.0,25.0,115,right_only
1324,,,,,,,,,,,,,,,,,115-PRECINCT-01,SPINK,Precinct-01,276.0,96.0,17.0,5.0,320.0,90.0,286.0,119.0,348.0,49.0,115,right_only
1325,,,,,,,,,,,,,,,,,115-PRECINCT-04,SPINK,Precinct-04,222.0,71.0,6.0,3.0,243.0,58.0,215.0,87.0,252.0,39.0,115,right_only
1326,,,,,,,,,,,,,,,,,117-PRECINCT-01,STANLEY,Precinct-01,1009.0,306.0,67.0,10.0,1099.0,283.0,987.0,404.0,1142.0,225.0,117,right_only
1327,,,,,,,,,,,,,,,,,117-PRECINCT-02,STANLEY,Precinct-02,57.0,10.0,3.0,3.0,65.0,7.0,60.0,12.0,60.0,10.0,117,right_only
1328,,,,,,,,,,,,,,,,,117-PRECINCT-03,STANLEY,Precinct-03,82.0,13.0,7.0,0.0,90.0,13.0,85.0,17.0,91.0,12.0,117,right_only
1329,,,,,,,,,,,,,,,,,121-LAKEVIEW,TODD,Lakeview,90.0,11.0,0.0,6.0,95.0,10.0,91.0,16.0,94.0,8.0,121,right_only
1330,,,,,,,,,,,,,,,,,121-JEANETTE,TODD,Jeanette,68.0,9.0,1.0,1.0,61.0,13.0,63.0,11.0,64.0,9.0,121,right_only
1331,,,,,,,,,,,,,,,,,121-MISSION-N. ANTELOPE,TODD,Mission-N. Antelope,96.0,366.0,30.0,8.0,151.0,344.0,121.0,378.0,93.0,398.0,121,right_only
1332,,,,,,,,,,,,,,,,,121-BORDEAUX,TODD,Bordeaux,12.0,43.0,2.0,1.0,19.0,37.0,16.0,42.0,10.0,44.0,121,right_only
1333,,,,,,,,,,,,,,,,,121-OKREEK,TODD,OKreek,44.0,72.0,3.0,0.0,49.0,71.0,40.0,80.0,40.0,76.0,121,right_only
1334,,,,,,,,,,,,,,,,,121-PARMELEE,TODD,Parmelee,21.0,220.0,13.0,6.0,59.0,203.0,43.0,217.0,20.0,238.0,121,right_only
1335,,,,,,,,,,,,,,,,,121-ROSEBUD,TODD,Rosebud,47.0,339.0,21.0,5.0,105.0,306.0,69.0,341.0,37.0,371.0,121,right_only
1336,,,,,,,,,,,,,,,,,121-S. ANTELOPE,TODD,S. Antelope,58.0,171.0,13.0,6.0,83.0,161.0,65.0,180.0,60.0,185.0,121,right_only
1337,,,,,,,,,,,,,,,,,121-SAINT FRANCIS,TODD,Saint Francis,51.0,274.0,13.0,4.0,102.0,231.0,72.0,263.0,51.0,281.0,121,right_only
1338,,,,,,,,,,,,,,,,,123-WINNER CONSOLIDATED-W 2ND,TRIPP,WINNER Consolidated-W 2ND,264.0,77.0,7.0,1.0,286.0,67.0,256.0,98.0,300.0,47.0,123,right_only
1339,,,,,,,,,,,,,,,,,123-SULLY CONSOLIDATED,TRIPP,Sully Consolidated,69.0,22.0,5.0,0.0,73.0,26.0,64.0,35.0,78.0,18.0,123,right_only
1340,,,,,,,,,,,,,,,,,123-LAMRO CONSOLIDATED,TRIPP,Lamro Consolidated,264.0,51.0,8.0,2.0,260.0,69.0,236.0,92.0,276.0,47.0,123,right_only
1341,,,,,,,,,,,,,,,,,123-LAKE CONSOLIDATED,TRIPP,Lake Consolidated,138.0,18.0,4.0,1.0,143.0,17.0,132.0,8.0,141.0,13.0,123,right_only
1342,,,,,,,,,,,,,,,,,123-WINNER CONSOLIDATED-E 2ND,TRIPP,WINNER Consolidated-E 2ND,193.0,43.0,6.0,2.0,190.0,50.0,182.0,62.0,210.0,30.0,123,right_only
1343,,,,,,,,,,,,,,,,,123-IDEAL CONSOLIDATED,TRIPP,Ideal Consolidated,62.0,14.0,3.0,1.0,70.0,11.0,65.0,17.0,65.0,15.0,123,right_only
1344,,,,,,,,,,,,,,,,,123-HAMIL CONSOLIDATED,TRIPP,Hamil Consolidated,83.0,10.0,2.0,1.0,87.0,10.0,86.0,12.0,89.0,6.0,123,right_only
1345,,,,,,,,,,,,,,,,,123-COLOME CONSOLIDATED,TRIPP,Colome Consolidated,302.0,62.0,9.0,3.0,303.0,70.0,296.0,81.0,311.0,51.0,123,right_only
1346,,,,,,,,,,,,,,,,,123-CLEARFIELD CONSOLIDATED,TRIPP,Clearfield Consolidated,108.0,27.0,8.0,0.0,107.0,30.0,98.0,42.0,119.0,21.0,123,right_only
1347,,,,,,,,,,,,,,,,,123-WITTEN CONSOLIDATED,TRIPP,Witten Consolidated,83.0,17.0,4.0,0.0,80.0,22.0,76.0,30.0,86.0,19.0,123,right_only
1348,,,,,,,,,,,,,,,,,123-WINNER CONSOLIDATED SE 1ST,TRIPP,WINNER Consolidated SE 1ST,121.0,27.0,5.0,2.0,132.0,22.0,117.0,36.0,134.0,13.0,123,right_only
1349,,,,,,,,,,,,,,,,,123-WINNER CONSOLIDATED-E 3RD,TRIPP,WINNER Consolidated-E 3RD,223.0,50.0,15.0,0.0,246.0,44.0,223.0,68.0,250.0,38.0,123,right_only
1350,,,,,,,,,,,,,,,,,123-WINNER CONSOLIDATED-W 3RD,TRIPP,WINNER Consolidated-W 3RD,159.0,44.0,8.0,2.0,157.0,54.0,145.0,66.0,155.0,54.0,123,right_only
1351,,,,,,,,,,,,,,,,,125-PRECINCT-01,TURNER,Precinct-01,621.0,163.0,35.0,12.0,669.0,168.0,614.0,225.0,690.0,132.0,125,right_only
1352,,,,,,,,,,,,,,,,,125-PRECINCT-02,TURNER,Precinct-02,664.0,208.0,58.0,4.0,752.0,190.0,688.0,260.0,771.0,145.0,125,right_only
1353,,,,,,,,,,,,,,,,,125-PRECINCT-07,TURNER,Precinct-07,102.0,53.0,18.0,1.0,131.0,45.0,117.0,57.0,136.0,32.0,125,right_only
1354,,,,,,,,,,,,,,,,,125-PRECINCT-03,TURNER,Precinct-03,242.0,64.0,12.0,1.0,267.0,58.0,244.0,79.0,273.0,44.0,125,right_only
1355,,,,,,,,,,,,,,,,,125-PRECINCT-04,TURNER,Precinct-04,204.0,60.0,10.0,5.0,227.0,53.0,202.0,77.0,224.0,44.0,125,right_only
1356,,,,,,,,,,,,,,,,,125-PRECINCT-05,TURNER,Precinct-05,384.0,139.0,23.0,4.0,432.0,112.0,377.0,170.0,437.0,102.0,125,right_only
1357,,,,,,,,,,,,,,,,,125-PRECINCT-06,TURNER,Precinct-06,332.0,135.0,30.0,6.0,360.0,129.0,312.0,184.0,402.0,78.0,125,right_only
1358,,,,,,,,,,,,,,,,,125-PRECINCT-08,TURNER,Precinct-08,388.0,139.0,30.0,3.0,451.0,116.0,405.0,167.0,449.0,101.0,125,right_only
1359,,,,,,,,,,,,,,,,,127-PRECINCT-12,UNION,Precinct-12,636.0,175.0,24.0,6.0,738.0,113.0,723.0,120.0,718.0,104.0,127,right_only
1360,,,,,,,,,,,,,,,,,127-PRECINCT-11,UNION,Precinct-11,462.0,224.0,32.0,3.0,537.0,180.0,516.0,197.0,484.0,197.0,127,right_only
1361,,,,,,,,,,,,,,,,,127-PRECINCT-10,UNION,Precinct-10,418.0,208.0,25.0,4.0,443.0,192.0,423.0,205.0,412.0,199.0,127,right_only
1362,,,,,,,,,,,,,,,,,127-PRECINCT-09,UNION,Precinct-09,285.0,146.0,16.0,3.0,327.0,112.0,314.0,125.0,302.0,121.0,127,right_only
1363,,,,,,,,,,,,,,,,,127-PRECINCT-08,UNION,Precinct-08,305.0,131.0,27.0,4.0,382.0,90.0,367.0,105.0,364.0,83.0,127,right_only
1364,,,,,,,,,,,,,,,,,127-PRECINCT-07,UNION,Precinct-07,413.0,128.0,26.0,5.0,460.0,98.0,452.0,106.0,442.0,97.0,127,right_only
1365,,,,,,,,,,,,,,,,,127-PRECINCT-05,UNION,Precinct-05,315.0,137.0,22.0,8.0,344.0,134.0,302.0,176.0,366.0,104.0,127,right_only
1366,,,,,,,,,,,,,,,,,127-PRECINCT-04,UNION,Precinct-04,233.0,131.0,17.0,3.0,271.0,111.0,254.0,124.0,265.0,104.0,127,right_only
1367,,,,,,,,,,,,,,,,,127-PRECINCT-03,UNION,Precinct-03,456.0,239.0,41.0,15.0,549.0,206.0,517.0,236.0,529.0,206.0,127,right_only
1368,,,,,,,,,,,,,,,,,127-PRECINCT-02,UNION,Precinct-02,238.0,125.0,15.0,2.0,279.0,106.0,248.0,144.0,289.0,95.0,127,right_only
1369,,,,,,,,,,,,,,,,,127-PRECINCT-01,UNION,Precinct-01,238.0,90.0,10.0,4.0,280.0,64.0,254.0,88.0,256.0,69.0,127,right_only
1370,,,,,,,,,,,,,,,,,127-PRECINCT-13,UNION,Precinct-13,889.0,309.0,37.0,4.0,984.0,233.0,965.0,250.0,944.0,231.0,127,right_only
1371,,,,,,,,,,,,,,,,,127-PRECINCT-06,UNION,Precinct-06,400.0,184.0,20.0,7.0,465.0,154.0,422.0,201.0,495.0,102.0,127,right_only
1372,,,,,,,,,,,,,,,,,129-PRECINCT-06,WALWORTH,Precinct-06,346.0,111.0,19.0,11.0,384.0,94.0,364.0,111.0,385.0,82.0,129,right_only
1373,,,,,,,,,,,,,,,,,129-PRECINCT-03,WALWORTH,Precinct-03,347.0,46.0,11.0,5.0,364.0,52.0,340.0,72.0,374.0,28.0,129,right_only
1374,,,,,,,,,,,,,,,,,129-PRECINCT-01,WALWORTH,Precinct-01,127.0,16.0,2.0,3.0,116.0,24.0,115.0,31.0,128.0,14.0,129,right_only
1375,,,,,,,,,,,,,,,,,129-PRECINCT-02,WALWORTH,Precinct-02,122.0,20.0,9.0,1.0,120.0,31.0,117.0,34.0,128.0,23.0,129,right_only
1376,,,,,,,,,,,,,,,,,129-PRECINCT-04,WALWORTH,Precinct-04,120.0,40.0,4.0,6.0,128.0,42.0,119.0,50.0,128.0,34.0,129,right_only
1377,,,,,,,,,,,,,,,,,129-PRECINCT-05,WALWORTH,Precinct-05,228.0,80.0,13.0,7.0,243.0,84.0,225.0,99.0,239.0,75.0,129,right_only
1378,,,,,,,,,,,,,,,,,129-PRECINCT-07,WALWORTH,Precinct-07,331.0,115.0,8.0,4.0,348.0,110.0,340.0,118.0,370.0,75.0,129,right_only
1379,,,,,,,,,,,,,,,,,129-PRECINCT-10,WALWORTH,Precinct-10,130.0,15.0,4.0,4.0,132.0,20.0,134.0,21.0,143.0,11.0,129,right_only
1380,,,,,,,,,,,,,,,,,129-PRECINCT-09,WALWORTH,Precinct-09,67.0,11.0,8.0,2.0,72.0,15.0,67.0,19.0,75.0,8.0,129,right_only
1381,,,,,,,,,,,,,,,,,129-PRECINCT-08,WALWORTH,Precinct-08,78.0,3.0,1.0,2.0,68.0,10.0,70.0,12.0,75.0,6.0,129,right_only
1382,,,,,,,,,,,,,,,,,137-PRECINCT-7 RED SCAFFOLD,ZIEBACH,Precinct-7 Red Scaffold,13.0,35.0,1.0,3.0,20.0,33.0,21.0,33.0,17.0,35.0,137,right_only
1383,,,,,,,,,,,,,,,,,"137-PRECINCT-6 REDELM (PRECINCT-5 NORTH DUPREE, PRECINCT-8 SOUTH DUPREE)",ZIEBACH,"Precinct-6 Redelm (Precinct-5 North Dupree, Precinct-8 South Dupree)",215.0,112.0,14.0,10.0,226.0,130.0,201.0,156.0,226.0,120.0,137,right_only
1384,,,,,,,,,,,,,,,,,137-PRECINCT-4 GLAD VALLEY,ZIEBACH,Precinct-4 Glad Valley,59.0,10.0,0.0,0.0,58.0,12.0,52.0,18.0,56.0,10.0,137,right_only
1385,,,,,,,,,,,,,,,,,137-PRECINCT-3 DAVIS,ZIEBACH,Precinct-3 Davis,67.0,99.0,12.0,5.0,88.0,92.0,67.0,115.0,60.0,118.0,137,right_only
1386,,,,,,,,,,,,,,,,,137-PRECINCT-2 CHERRY CREEK,ZIEBACH,Precinct-2 Cherry Creek,7.0,69.0,1.0,0.0,23.0,52.0,15.0,57.0,7.0,65.0,137,right_only
1387,,,,,,,,,,,,,,,,,137-PRECINCT-1 BRIDGER,ZIEBACH,Precinct-1 Bridger,7.0,27.0,0.0,0.0,6.0,25.0,8.0,24.0,7.0,26.0,137,right_only
1388,,,,,,,,,,,,,,,,,011-1-1 BROOKINGS ACTIVITY CENTER,BROOKINGS,1-1 Brookings Activity Center,955.0,1282.0,228.0,42.0,1417.0,1090.0,1161.0,1325.0,1387.0,993.0,011,right_only
1389,,,,,,,,,,,,,,,,,011-1-11 HOLY LIFE TABERNACLE,BROOKINGS,1-11 Holy Life Tabernacle,724.0,565.0,97.0,20.0,972.0,439.0,814.0,601.0,987.0,377.0,011,right_only
1390,,,,,,,,,,,,,,,,,011-1-3 SWIFTEL CENTER,BROOKINGS,1-3 Swiftel Center,559.0,425.0,101.0,8.0,790.0,307.0,652.0,457.0,742.0,302.0,011,right_only
1391,,,,,,,,,,,,,,,,,011-1-5 ELKTON COMMUNITY CENTER,BROOKINGS,1-5 Elkton Community Center,395.0,131.0,24.0,9.0,444.0,119.0,391.0,170.0,479.0,72.0,011,right_only
1392,,,,,,,,,,,,,,,,,011-1-6 MCKNIGHT HALL,BROOKINGS,1-6 McKnight Hall,533.0,196.0,37.0,5.0,600.0,191.0,537.0,249.0,620.0,140.0,011,right_only
1393,,,,,,,,,,,,,,,,,011-1-2 BETHEL BAPTIST CHURCH,BROOKINGS,1-2 Bethel Baptist Church,1580.0,1334.0,201.0,48.0,2163.0,1022.0,1802.0,1364.0,2180.0,863.0,011,right_only
1394,,,,,,,,,,,,,,,,,011-1-10 VOLGA COMMUNITY CENTER,BROOKINGS,1-10 Volga Community Center,835.0,407.0,93.0,14.0,1062.0,279.0,892.0,477.0,1065.0,238.0,011,right_only
1395,,,,,,,,,,,,,,,,,011-1-9 SINAI AMERICAN LEGION,BROOKINGS,1-9 Sinai American Legion,207.0,67.0,14.0,4.0,241.0,60.0,203.0,100.0,251.0,44.0,011,right_only
1396,,,,,,,,,,,,,,,,,011-1-8 TRINITY LUTHERAN CHURCH,BROOKINGS,1-8 Trinity Lutheran Church,123.0,85.0,6.0,1.0,156.0,65.0,140.0,78.0,166.0,46.0,011,right_only
1397,,,,,,,,,,,,,,,,,011-1-4 AURORA LITTLE HALL,BROOKINGS,1-4 Aurora Little Hall,479.0,255.0,52.0,14.0,559.0,240.0,461.0,345.0,589.0,191.0,011,right_only
1398,,,,,,,,,,,,,,,,,011-1-7 BRUCE CITY HALL,BROOKINGS,1-7 Bruce City Hall,359.0,134.0,29.0,9.0,415.0,137.0,367.0,188.0,435.0,112.0,011,right_only
1399,,,,,,,,,,,,,,,,,013-BEST WESTERN RAMKOTA HOTEL AND CONVENTION CENTER,BROWN,Best Western Ramkota Hotel and Convention Center,2616.0,1342.0,225.0,34.0,3094.0,1144.0,2698.0,1557.0,3206.0,892.0,013,right_only
1400,,,,,,,,,,,,,,,,,013-AMERICINN EVENT CENTER,BROWN,AmericInn Event Center,2382.0,1319.0,262.0,25.0,2829.0,1147.0,2436.0,1552.0,2937.0,922.0,013,right_only
1401,,,,,,,,,,,,,,,,,013-FREDERICK COMMUNITY CENTER,BROWN,Frederick Community Center,259.0,136.0,16.0,0.0,299.0,112.0,247.0,166.0,299.0,98.0,013,right_only
1402,,,,,,,,,,,,,,,,,013-HECLA COMMUNITY CENTER,BROWN,Hecla Community Center,218.0,135.0,10.0,0.0,247.0,132.0,196.0,183.0,247.0,102.0,013,right_only
1403,,,,,,,,,,,,,,,,,013-CLAREMONT FIRE STATION,BROWN,Claremont Fire Station,141.0,107.0,4.0,4.0,165.0,90.0,130.0,124.0,179.0,62.0,013,right_only
1404,,,,,,,,,,,,,,,,,013-GROTON COMMUNITY CENTER,BROWN,Groton Community Center,809.0,403.0,57.0,9.0,948.0,337.0,771.0,519.0,1013.0,211.0,013,right_only
1405,,,,,,,,,,,,,,,,,013-STRATFORD COMMUNTY CENTER,BROWN,Stratford Communty Center,150.0,101.0,24.0,5.0,178.0,107.0,150.0,137.0,192.0,77.0,013,right_only
1406,,,,,,,,,,,,,,,,,013-WARNER COMMUNITY CENTER,BROWN,Warner Community Center,456.0,291.0,26.0,9.0,533.0,255.0,453.0,338.0,600.0,155.0,013,right_only
1407,,,,,,,,,,,,,,,,,013-WESTPORT COMMUNITY CENTER,BROWN,Westport Community Center,242.0,103.0,9.0,2.0,230.0,123.0,198.0,153.0,251.0,97.0,013,right_only
1408,,,,,,,,,,,,,,,,,013-COLUMBIA AMERICAN LEGION,BROWN,Columbia American Legion,277.0,126.0,11.0,4.0,308.0,107.0,253.0,169.0,316.0,97.0,013,right_only
1409,,,,,,,,,,,,,,,,,013-COURTHOUSE COMMUNITY ROOM,BROWN,Courthouse Community Room,2066.0,1392.0,274.0,42.0,2543.0,1242.0,2147.0,1597.0,2538.0,1119.0,013,right_only
1410,,,,,,,,,,,,,,,,,065-LUTHERAN MEMORIAL CHURCH,HUGHES,Lutheran Memorial Church,1011.0,634.0,133.0,16.0,1345.0,457.0,1145.0,671.0,1458.0,327.0,065,right_only
1411,,,,,,,,,,,,,,,,,065-FAITH LUTHERAN CHURCH,HUGHES,Faith Lutheran Church,1494.0,740.0,133.0,19.0,1891.0,513.0,1659.0,750.0,2025.0,366.0,065,right_only
1412,,,,,,,,,,,,,,,,,065-PILC REC CENTER,HUGHES,PILC Rec Center,594.0,351.0,52.0,7.0,693.0,325.0,599.0,412.0,753.0,247.0,065,right_only
1413,,,,,,,,,,,,,,,,,065-HYDE RESIDENCE,HUGHES,Hyde Residence,61.0,45.0,6.0,0.0,68.0,42.0,57.0,52.0,65.0,43.0,065,right_only
1414,,,,,,,,,,,,,,,,,065-HARROLD CITY AUDITORIUM,HUGHES,Harrold City Auditorium,118.0,13.0,3.0,3.0,122.0,18.0,119.0,22.0,122.0,21.0,065,right_only
1415,,,,,,,,,,,,,,,,,065-BLUNT CITY HALL,HUGHES,Blunt City Hall,194.0,42.0,11.0,2.0,191.0,64.0,184.0,71.0,208.0,46.0,065,right_only
1416,,,,,,,,,,,,,,,,,065-NEW LIFE ASSEMBLY OF GOD CHURCH,HUGHES,New Life Assembly of God Church,1704.0,625.0,142.0,23.0,2031.0,471.0,1835.0,692.0,2121.0,365.0,065,right_only
1417,,,,,,,,,,,,,,,,,081-PRECINCT-03,LAWRENCE,Precinct-03,1166.0,620.0,147.0,18.0,1405.0,534.0,1336.0,605.0,1419.0,461.0,081,right_only
1418,,,,,,,,,,,,,,,,,081-PRECINCT-04,LAWRENCE,Precinct-04,759.0,449.0,125.0,14.0,906.0,450.0,820.0,536.0,905.0,389.0,081,right_only
1419,,,,,,,,,,,,,,,,,081-PRECINCT-02,LAWRENCE,Precinct-02,1020.0,491.0,156.0,28.0,1196.0,506.0,1137.0,559.0,1173.0,456.0,081,right_only
1420,,,,,,,,,,,,,,,,,081-PRECINCT-05,LAWRENCE,Precinct-05,277.0,231.0,40.0,2.0,329.0,213.0,294.0,249.0,326.0,209.0,081,right_only
1421,,,,,,,,,,,,,,,,,081-PRECINCT-06,LAWRENCE,Precinct-06,224.0,99.0,20.0,4.0,244.0,105.0,235.0,112.0,223.0,118.0,081,right_only
1422,,,,,,,,,,,,,,,,,081-PRECINCT-01,LAWRENCE,Precinct-01,781.0,500.0,153.0,25.0,998.0,465.0,932.0,523.0,980.0,427.0,081,right_only
1423,,,,,,,,,,,,,,,,,081-PRECINCT-08,LAWRENCE,Precinct-08,193.0,49.0,16.0,4.0,201.0,56.0,196.0,60.0,210.0,54.0,081,right_only
1424,,,,,,,,,,,,,,,,,081-PRECINCT-09,LAWRENCE,Precinct-09,779.0,189.0,76.0,9.0,813.0,247.0,767.0,298.0,803.0,232.0,081,right_only
1425,,,,,,,,,,,,,,,,,081-PRECINCT-10,LAWRENCE,Precinct-10,1694.0,508.0,137.0,31.0,1858.0,497.0,1751.0,590.0,1858.0,464.0,081,right_only
1426,,,,,,,,,,,,,,,,,081-PRECINCT-07,LAWRENCE,Precinct-07,521.0,220.0,64.0,6.0,618.0,194.0,575.0,242.0,616.0,179.0,081,right_only
1427,,,,,,,,,,,,,,,,,107-GETTYSBURG LEGION ANNEX,POTTER,Gettysburg Legion Annex,738.0,163.0,33.0,5.0,741.0,195.0,738.0,205.0,797.0,117.0,107,right_only
1428,,,,,,,,,,,,,,,,,107-HOVEN AMERICAN LEGION,POTTER,Hoven American Legion,331.0,52.0,7.0,6.0,346.0,58.0,336.0,63.0,367.0,22.0,107,right_only
1429,,,,,,,,,,,,,,,,,119-BILL FLOYD SHOP,SULLY,Bill Floyd Shop,111.0,23.0,5.0,0.0,112.0,18.0,109.0,29.0,119.0,16.0,119,right_only
1430,,,,,,,,,,,,,,,,,119-PHOENIX CENTER,SULLY,Phoenix Center,476.0,91.0,32.0,5.0,516.0,91.0,473.0,131.0,515.0,77.0,119,right_only
1431,,,,,,,,,,,,,,,,,119-AGAR FIRE HALL,SULLY,Agar Fire Hall,92.0,23.0,3.0,0.0,90.0,27.0,86.0,31.0,100.0,14.0,119,right_only
1432,,,,,,,,,,,,,,,,,135-GAYVILLE COMMUNITY CENTER,YANKTON,Gayville Community Center,387.0,267.0,57.0,9.0,472.0,257.0,391.0,333.0,511.0,177.0,135,right_only
1433,,,,,,,,,,,,,,,,,135-LESTERVILLE FIRE HALL,YANKTON,Lesterville Fire Hall,352.0,91.0,18.0,2.0,371.0,93.0,319.0,148.0,378.0,74.0,135,right_only
1434,,,,,,,,,,,,,,,,,135-NATIONAL FIELD ARCHERY ASSOC.,YANKTON,National Field Archery Assoc.,1808.0,1035.0,144.0,42.0,2144.0,861.0,1883.0,1130.0,2246.0,642.0,135,right_only
1435,,,,,,,,,,,,,,,,,135-MAYFIELD STORE,YANKTON,Mayfield Store,333.0,155.0,15.0,6.0,325.0,191.0,300.0,223.0,370.0,123.0,135,right_only
1436,,,,,,,,,,,,,,,,,135-YANKTON CITY HALL,YANKTON,Yankton City Hall,1430.0,1113.0,203.0,31.0,1714.0,1076.0,1489.0,1270.0,1785.0,883.0,135,right_only
1437,,,,,,,,,,,,,,,,,135-LEWIS AND CLARK REC AREA,YANKTON,Lewis and Clark Rec Area,530.0,197.0,21.0,8.0,580.0,176.0,523.0,226.0,624.0,109.0,135,right_only
1438,,,,,,,,,,,,,,,,,135-JODEAN'S STEAKHOUSE AND LOUNGE,YANKTON,JoDean's Steakhouse and Lounge,816.0,445.0,93.0,13.0,932.0,436.0,855.0,500.0,1037.0,280.0,135,right_only
